City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Description
635,Kishi,NG,9.0833,3.85,69.62,69.62,97,99,3.85,overcast clouds
636,Gaurnadi,BD,22.9667,90.2333,76.14,76.14,94,100,14.45,overcast clouds
637,Beisfjord,NO,68.3751,17.5988,52.05,50.05,97,100,4.54,light rain
638,Charters Towers,AU,-20.1,146.2667,80.76,80.76,33,3,7.63,clear sky
639,Pathein,MM,16.7833,94.7333,80.69,80.69,84,100,5.41,overcast clouds
640,Kizukuri,JP,40.8061,140.3861,80.11,78.94,61,99,4.03,overcast clouds
641,Zinapecuaro,MX,19.8667,-100.8167,65.05,65.05,74,100,5.19,overcast clouds
642,Newport,GB,51.5877,-2.9984,63.61,58.82,87,95,5.35,overcast clouds
643,Makakilo City,US,21.3469,-158.0858,84.52,80.92,63,75,13.8,broken clouds
644,Beira,MZ,-19.8436,34.8389,68.27,68.27,92,1,5.59,clear sky
645,Ust-Kulom,RU,61.6864,53.6902,36.55,36.55,97,16,3.69,few clouds
646,Vostok,RU,46.4856,135.8833,71.62,71.62,48,75,3.27,broken clouds
647,Mujiayingzi,CN,42.1167,118.7833,80.83,80.83,30,0,4.07,clear sky
648,Bheramara,BD,24.0232,88.9925,76.42,76.42,93,100,15.84,overcast clouds
649,Tambacounda,SN,13.7539,-13.7586,73.54,73.54,99,100,6.85,moderate rain
650,Limbang,MY,4.75,115.0,86.11,86.05,79,23,0.29,few clouds
651,Buala,SB,-8.145,159.5921,84.27,84.27,68,26,9.71,light rain
652,Vemalwada,IN,18.4667,78.8833,74.62,74.62,92,100,10.0,moderate rain
653,Collie,AU,-33.3667,116.15,67.46,67.46,51,0,8.23,clear sky
654,Nome,US,64.5011,-165.4064,51.87,51.12,93,100,19.57,moderate rain
655,Savannah Bight,HN,16.45,-85.85,84.11,84.11,83,88,22.44,overcast clouds
656,Ixtapa,MX,20.7,-105.2,83.43,82.22,79,100,5.01,overcast clouds
657,Richards Bay,ZA,-28.783,32.0377,65.86,65.86,78,100,13.44,light rain
658,Hargeysa,SO,9.56,44.065,68.36,68.36,73,13,23.47,few clouds
659,Bhikangaon,IN,21.8667,75.95,77.92,77.92,89,100,1.99,heavy intensity rain
660,Skjervoy,NO,70.0311,20.9714,45.39,45.39,92,100,14.9,overcast clouds
661,Salinopolis,BR,-0.6136,-47.3561,79.74,79.74,81,80,12.19,broken clouds
662,Coos Bay,US,43.3665,-124.2179,65.98,60.78,97,100,6.91,overcast clouds
663,Encruzilhada Do Sul,BR,-30.5439,-52.5219,46.44,46.44,87,100,8.57,overcast clouds
664,Nykoping,SE,58.753,17.0079,46.26,44.89,100,0,3.44,clear sky
665,Shenjiamen,CN,29.9576,122.298,76.39,76.39,87,100,5.19,light rain
666,Akdepe,TM,42.0551,59.3788,52.47,52.47,66,0,7.74,clear sky
667,Hanstholm,DK,57.1167,8.6167,57.29,57.29,85,98,9.24,overcast clouds
668,Medicine Hat,CA,50.0501,-110.6683,75.85,71.73,25,100,8.05,overcast clouds
669,Kaohsiung,TW,22.6163,120.3133,86.09,85.95,70,75,14.97,broken clouds
670,Makaha,US,21.4694,-158.2175,85.91,82.31,68,67,4.52,light rain
671,Geelong,AU,-38.1471,144.3607,56.44,51.22,69,75,13.8,broken clouds
672,Birao,CF,10.2849,22.7882,70.0,70.0,97,100,4.76,overcast clouds
673,Bighapur,IN,26.35,80.6833,79.97,79.97,82,2,12.93,clear sky
674,De Aar,ZA,-30.6497,24.0123,46.49,46.49,72,100,15.37,overcast clouds
675,Mkushi,ZM,-13.6202,29.3939,62.29,62.29,43,0,4.65,clear sky
676,Araouane,ML,18.9048,-3.5265,95.18,95.18,28,26,9.89,scattered clouds
677,Tabou,CI,4.423,-7.3528,74.23,74.23,90,100,8.66,overcast clouds
678,Yatou,CN,37.15,122.3833,74.35,74.35,64,0,3.78,clear sky
679,Lukovetskiy,RU,64.2956,41.9211,45.23,45.23,94,100,4.27,overcast clouds
680,Manturovo,RU,58.3353,44.7619,45.28,45.28,69,99,2.95,overcast clouds
681,Mino,JP,34.8269,135.4706,88.9,86.63,62,40,6.91,scattered clouds
682,Naze,JP,28.3667,129.4833,86.92,86.92,83,76,14.2,broken clouds
683,Calabozo,VE,8.9242,-67.4293,76.91,76.91,82,92,1.05,overcast clouds
684,Sao Gabriel,BR,-30.3364,-54.32,51.17,51.17,74,80,10.09,broken clouds
685,Nishihara,JP,26.1842,127.7558,87.46,85.68,77,75,20.71,broken clouds
686,Malmesbury,ZA,-33.4608,18.7271,44.78,44.78,86,0,4.14,clear sky
687,Batamshinskiy,KZ,50.5594,58.2747,41.68,41.68,70,6,6.64,clear sky
688,Clifton,US,40.8584,-74.1638,70.79,64.33,92,100,4.61,mist
689,Liverpool,GB,53.4106,-2.9779,62.82,59.99,93,100,13.8,overcast clouds
690,Miami,US,25.7743,-80.1937,84.02,78.01,77,0,3.44,clear sky
691,Cotonou,BJ,6.3654,2.4183,76.39,76.39,89,98,12.21,light rain
692,Tucupita,VE,9.0622,-62.051,74.19,74.19,97,35,3.38,scattered clouds
693,Pasni,PK,25.2631,63.471,79.99,79.99,87,4,10.36,clear sky
694,Yarada,IN,17.65,83.2667,80.92,80.92,89,75,10.36,heavy intensity rain
695,Bella Union,UY,-30.2752,-57.6007,51.08,51.08,74,34,7.47,scattered clouds
696,Xunchang,CN,28.4543,104.715,79.41,79.41,67,79,0.83,broken clouds
697,Marsala,IT,37.7966,12.4352,75.94,70.9,73,0,4.61,clear sky
698,Price,US,39.5994,-110.8107,77.11,76.26,14,0,5.75,clear sky
699,Fougeres,FR,48.35,-1.2,58.86,58.86,76,80,9.69,broken clouds
700,Plouzane,FR,48.3833,-4.6167,66.52,66.25,72,0,8.05,clear sky
701,San Andres,CO,12.5847,-81.7006,84.22,84.22,84,40,11.5,scattered clouds
702,Bayanday,RU,53.0661,105.5139,61.34,61.34,45,100,10.98,overcast clouds
703,Cascais,PT,38.6979,-9.4215,71.51,67.05,80,100,11.99,light rain
704,Yamada,JP,39.4667,141.95,75.42,75.42,75,100,8.03,overcast clouds
705,Santa Isabel,BR,-23.3156,-46.2214,56.91,56.16,89,100,3.56,overcast clouds
706,Dickinson,US,29.4608,-95.0513,86.13,76.98,78,20,3.44,few clouds
707,Dolores,AR,-36.3132,-57.6792,50.0,50.0,63,100,6.17,light rain
708,Soe,ID,-9.8607,124.284,83.01,83.01,34,73,6.38,broken clouds
709,Izhma,RU,65.0083,53.9113,39.97,39.97,92,99,5.44,overcast clouds
710,Durazno,UY,-33.4131,-56.5006,47.44,47.44,70,91,7.23,overcast clouds
